[20-Mar-2025 03:35:26 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at /home/u287442801/domains/cupid.threeds.uno/public_html/create_profile_payment.php:14) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 35
[10-Apr-2025 05:46:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:33 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:37 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:49 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:46:49 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:47:00 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:47:02 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:365) in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 1232
[10-Apr-2025 05:47:38 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:49:31 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:49:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:49:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:49:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:49:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:50:58 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'locate'
[10-Apr-2025 05:56:32 UTC] Error finding compatibility matches: Illegal mix of collations (utf8mb4_unicode_ci,IMPLICIT) and (utf8mb4_bin,NONE) for operation 'like'
[10-Apr-2025 06:00:22 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:365) in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 1232
[11-Apr-2025 09:45:08 UTC] Processing payment callback for Order ID: REVEAL-1744364679-20-8, Status: finish, Transaction Status: settlement
[11-Apr-2025 09:45:08 UTC] Payment data retrieved: Array
(
    [id] => 40
    [order_id] => REVEAL-1744364679-20-8
    [user_id] => 20
    [target_user_id] => 8
    [amount] => 15000.00
    [status] => completed
    [created_at] => 2025-04-11 09:44:39
    [paid_at] => 2025-04-11 09:45:05
)

[11-Apr-2025 09:45:08 UTC] Transaction successful, updating payment status to completed
[11-Apr-2025 09:45:08 UTC] Processing 'finish' status for order: REVEAL-1744364679-20-8
[11-Apr-2025 09:45:08 UTC] Redirecting to view_profile.php with id=8
[11-Apr-2025 09:46:05 UTC] Processing payment callback for Order ID: REVEAL-1744364750-20-18, Status: finish, Transaction Status: settlement
[11-Apr-2025 09:46:05 UTC] Payment data retrieved: Array
(
    [id] => 42
    [order_id] => REVEAL-1744364750-20-18
    [user_id] => 20
    [target_user_id] => 18
    [amount] => 15000.00
    [status] => completed
    [created_at] => 2025-04-11 09:45:50
    [paid_at] => 2025-04-11 09:45:58
)

[11-Apr-2025 09:46:05 UTC] Transaction successful, updating payment status to completed
[11-Apr-2025 09:46:05 UTC] Processing 'finish' status for order: REVEAL-1744364750-20-18
[11-Apr-2025 09:46:05 UTC] Redirecting to view_profile.php with id=18
[11-Apr-2025 09:46:07 UTC] Processing payment callback for Order ID: REVEAL-1744364738-18-20, Status: finish, Transaction Status: settlement
[11-Apr-2025 09:46:07 UTC] Payment data retrieved: Array
(
    [id] => 41
    [order_id] => REVEAL-1744364738-18-20
    [user_id] => 18
    [target_user_id] => 20
    [amount] => 15000.00
    [status] => completed
    [created_at] => 2025-04-11 09:45:38
    [paid_at] => 2025-04-11 09:45:48
)

[11-Apr-2025 09:46:07 UTC] Transaction successful, updating payment status to completed
[11-Apr-2025 09:46:07 UTC] Processing 'finish' status for order: REVEAL-1744364738-18-20
[11-Apr-2025 09:46:07 UTC] Redirecting to view_profile.php with id=20
[11-Apr-2025 10:04:00 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 10:04:01 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 10:04:02 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 10:04:05 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 12:19:50 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 12:19:51 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 12:19:51 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 12:19:51 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'NULLS LAST' at line 18 in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:277
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(277): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 277
[11-Apr-2025 12:45:14 UTC] Processing payment callback for Order ID: REVEAL-1744375495-20-21, Status: finish, Transaction Status: settlement
[11-Apr-2025 12:45:14 UTC] Payment data retrieved: Array
(
    [id] => 43
    [order_id] => REVEAL-1744375495-20-21
    [user_id] => 20
    [target_user_id] => 21
    [amount] => 15000.00
    [status] => completed
    [created_at] => 2025-04-11 12:44:55
    [paid_at] => 2025-04-11 12:45:10
)

[11-Apr-2025 12:45:14 UTC] Transaction successful, updating payment status to completed
[11-Apr-2025 12:45:14 UTC] Processing 'finish' status for order: REVEAL-1744375495-20-21
[11-Apr-2025 12:45:14 UTC] Redirecting to view_profile.php with id=21
[11-Apr-2025 13:10:05 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[11-Apr-2025 13:24:37 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[11-Apr-2025 13:24:41 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[11-Apr-2025 13:24:41 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[11-Apr-2025 13:24:43 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[11-Apr-2025 13:24:43 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[11-Apr-2025 13:24:45 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Table 'u287442801_cupid.hidden_chats' doesn't exist in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:271
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(271): mysqli->prepare()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 271
[12-Apr-2025 06:06:34 UTC] Processing payment callback for Order ID: REVEAL-1744437956-21-20, Status: finish, Transaction Status: settlement
[12-Apr-2025 06:06:34 UTC] Payment data retrieved: Array
(
    [id] => 46
    [order_id] => REVEAL-1744437956-21-20
    [user_id] => 21
    [target_user_id] => 20
    [amount] => 15000.00
    [status] => completed
    [created_at] => 2025-04-12 06:05:56
    [paid_at] => 2025-04-12 06:06:31
)

[12-Apr-2025 06:06:34 UTC] Transaction successful, updating payment status to completed
[12-Apr-2025 06:06:34 UTC] Processing 'finish' status for order: REVEAL-1744437956-21-20
[12-Apr-2025 06:06:34 UTC] Redirecting to view_profile.php with id=20
[12-Apr-2025 07:50:59 UTC] Processing payment callback for Order ID: REVEAL-1744444240-21-20, Status: finish, Transaction Status: settlement
[12-Apr-2025 07:50:59 UTC] Payment data retrieved: Array
(
    [id] => 48
    [order_id] => REVEAL-1744444240-21-20
    [user_id] => 21
    [target_user_id] => 20
    [amount] => 15000.00
    [status] => completed
    [created_at] => 2025-04-12 07:50:40
    [paid_at] => 2025-04-12 07:50:55
)

[12-Apr-2025 07:50:59 UTC] Transaction successful, updating payment status to completed
[12-Apr-2025 07:50:59 UTC] Processing 'finish' status for order: REVEAL-1744444240-21-20
[12-Apr-2025 07:50:59 UTC] Redirecting to view_profile.php with id=20
[18-Apr-2025 03:51:31 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 03:51:31 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 03:51:40 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 03:51:40 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 03:51:50 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 03:51:50 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 05:39:29 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 05:39:29 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 07:14:44 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 07:14:44 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 07:14:44 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 07:14:44 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 07:14:44 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 07:14:44 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 13:18:13 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 13:18:13 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 13:22:35 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 13:22:35 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 14:36:25 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 14:36:25 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 16:28:20 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 16:28:20 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 16:34:46 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 16:34:46 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[18-Apr-2025 17:33:52 UTC] PHP Warning:  Undefined variable $like_stmt in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:33:52 UTC] PHP Fatal error:  Uncaught Error: Call to a member function execute() on null in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:2284
Stack trace:
#0 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:33:58 UTC] PHP Warning:  Undefined variable $like_stmt in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:33:58 UTC] PHP Fatal error:  Uncaught Error: Call to a member function execute() on null in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:2284
Stack trace:
#0 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:34:14 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Duplicate entry '8-14' for key 'user_id' in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:2284
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(2284): mysqli_stmt->execute()
#1 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:41:58 UTC] PHP Warning:  Undefined variable $like_stmt in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:41:58 UTC] PHP Fatal error:  Uncaught Error: Call to a member function execute() on null in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:2284
Stack trace:
#0 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:41:59 UTC] PHP Warning:  Undefined variable $like_stmt in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:41:59 UTC] PHP Fatal error:  Uncaught Error: Call to a member function execute() on null in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:2284
Stack trace:
#0 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:42:46 UTC] PHP Warning:  Undefined variable $like_stmt in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[18-Apr-2025 17:42:46 UTC] PHP Fatal error:  Uncaught Error: Call to a member function execute() on null in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php:2284
Stack trace:
#0 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php on line 2284
[19-Apr-2025 05:55:45 UTC] PHP Warning:  Undefined array key "receiver_name" in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[19-Apr-2025 05:55:45 UTC] PHP Deprecated:  htmlspecialchars(): Passing null to parameter #1 ($string) of type string is deprecated in /home/u287442801/domains/cupid.threeds.uno/public_html/admin_view_user.php on line 229
[20-Apr-2025 11:17:06 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/register.php(8): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 11:40:33 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/login.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:13:13 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/register.php(8): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:13:23 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/login.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:13:30 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/login.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:13:41 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/login.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:14:17 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/login.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:14:54 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 13:15:00 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/dashboard.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 14:40:17 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/login.php(3): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 14:40:24 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
#1 /home/u287442801/domains/cupid.threeds.uno/public_html/register.php(8): require_once('/home/u28744280...')
#2 {main}
  thrown in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php on line 20
[20-Apr-2025 14:40:40 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Access denied for user 'u287442801_cupid'@'localhost' (using password: YES) in /home/u287442801/domains/cupid.threeds.uno/public_html/config.php:20
Stack trace:
#0 /home/u287442801/domains/cupid.threeds.uno/public_html/config.php(20): mysqli->__construct()
